date,p,p_star,p_hat,e_hat,e_star,cumsum_e_hat,cumsum_e_star,delta_e_hat,delta_e_star,y
2017-12-18,1.01760484160946,1,1.0087045645713804,-0.008900277038079718,-0.017604841609460076,-0.008900277038079718,-0.017604841609460076,-0.008900277038079718,-0.017604841609460076,1.0033764853070302
2017-12-19,1.0033764853070302,1,1.0090227746963498,0.005646289389319659,-0.0033764853070301637,-0.0032539876487600594,-0.02098132691649024,0.014546566427399377,0.014228356302429912,1.01297235482996
2017-12-20,1.01297235482996,1,1.0088704538345334,-0.004101900995426622,-0.012972354829960064,-0.007355888644186681,-0.033953681746450304,-0.00974819038474628,-0.0095958695229299,1.02573762618401
2017-12-21,1.02573762618401,1,1.0089415121078487,-0.01679611407616144,-0.0257376261840101,-0.02415200272034812,-0.0596913079304604,-0.012694213080734817,-0.012765271354050034,0.972228007338228
2017-12-22,0.972228007338228,1,1.0091057181358334,0.03687771079760538,0.027771992661771994,0.012725708077257258,-0.03191931526868841,0.05367382487376682,0.05350961884578209,1.01119955890349
2017-12-23,1.01119955890349,1,1.0085249423980711,-0.002674616505418781,-0.011199558903489892,0.010051091571838477,-0.0431188741721783,-0.03955232730302416,-0.038971551565261886,0.9877277006065408
2017-12-24,0.9877277006065408,1,1.0090526509284972,0.02132495032195636,0.012272299393459196,0.03137604189379484,-0.030846574778719105,0.02399956682737514,0.02347185829694909,1.02350915218524
2017-12-25,1.02350915218524,1,1.0093385219573974,-0.014170630227842596,-0.023509152185239968,0.01720541166595224,-0.05435572696395907,-0.035495580549798955,-0.035781451578699164,1.01855226720619
2017-12-26,1.01855226720619,1,1.009838535785675,-0.008713731420515014,-0.018552267206189965,0.008491680245437228,-0.07290799417014904,0.0054568988073275815,0.0049568849790500025,1.0155477040398702
2017-12-27,1.0155477040398702,1,1.0101784205436706,-0.005369283496199584,-0.015547704039870158,0.0031223967492376437,-0.0884556982100192,0.00334444792431543,0.003004563166319807,1.03224975421657
2017-12-28,1.03224975421657,1,1.0087357902526854,-0.02351396396388461,-0.03224975421657006,-0.020391567214646966,-0.12070545242658925,-0.018144680467685026,-0.0167020501766999,1.02372820065076
2017-12-29,1.02372820065076,1,1.0095584774017332,-0.014169723249026767,-0.02372820065075998,-0.03456129046367373,-0.14443365307734923,0.009344240714857843,0.00852155356581008,0.97982077330042
2017-12-30,0.97982077330042,1,1.0088611125946043,0.02904033929418437,0.020179226699580055,-0.005520951169489363,-0.12425442637776918,0.043210062543211136,0.043907427350340034,1.00683759258744
2017-12-31,1.00683759258744,1,1.0090244793891905,0.0021868868017504983,-0.006837592587439989,-0.003334064367738865,-0.13109201896520917,-0.02685345249243387,-0.027016819287020044,1.01621483060537
2018-01-01,1.01621483060537,1,1.0107491970062252,-0.005465633599144759,-0.01621483060536999,-0.008799697966883624,-0.14730684957057916,-0.007652520400895257,-0.00937723801793,1.02927317118466
2018-01-02,1.02927317118466,1,1.0117833518981931,-0.01748981928646698,-0.029273171184660107,-0.026289517253350603,-0.17658002075523926,-0.01202418568732222,-0.013058340579290117,1.01876206721954
2018-01-03,1.01876206721954,1,1.0135676074028013,-0.005194459816738828,-0.0187620672195401,-0.03148397707008943,-0.19534208797477937,0.012295359469728151,0.010511103965120006,1.01987076622235
2018-01-04,1.01987076622235,1,1.0081345009803768,-0.011736265241973243,-0.019870766222350067,-0.04322024231206267,-0.21521285419712943,-0.006541805425234415,-0.0011086990028099653,1.03199188579953
2018-01-05,1.03199188579953,1,1.0138682842254638,-0.018123601574066228,-0.03199188579953005,-0.0613438438861289,-0.24720473999665948,-0.0063873363320929855,-0.012121119577179984,1.03250774836282
2018-01-06,1.03250774836282,1,1.0147503972053526,-0.01775735115746735,-0.03250774836282,-0.07910119504359625,-0.2797124883594795,0.0003662504165988789,-0.0005158625632899483,1.04319496467985
2018-01-07,1.04319496467985,1,1.0146698307991024,-0.02852513388074751,-0.043194964679849956,-0.10762632892434376,-0.32290745303932944,-0.010767782723280162,-0.010687216317029957,1.04781575658765
2018-01-08,1.04781575658765,1,1.016246221065521,-0.031569535522129044,-0.04781575658765003,-0.1391958644464728,-0.37072320962697947,-0.0030444016413815334,-0.00462079190780007,1.01054043264116
2018-01-09,1.01054043264116,1,1.023782649040222,0.013242216399061979,-0.010540432641160002,-0.12595364804741083,-0.38126364226813947,0.04481175192119102,0.037275323946490024,1.02411563363583
2018-01-10,1.02411563363583,1,1.0241183543205261,2.7206846962002373e-06,-0.024115633635829914,-0.12595092736271463,-0.4053792759039694,-0.013239495714365779,-0.013575200994669911,1.01439929294294
2018-01-11,1.01439929294294,1,1.0251972103118894,0.010797917368949417,-0.014399292942939956,-0.11515300999376521,-0.41977856884690934,0.010795196684253217,0.009716340692889958,0.998653664253024
2018-01-12,0.998653664253024,1,1.0242627573013303,0.025609093048306275,0.0013463357469759574,-0.08954391694545893,-0.4184322330999334,0.014811175679356858,0.015745628689915914,1.01072120288635
2018-01-13,1.01072120288635,1,1.0250399470329283,0.01431874414657841,-0.010721202886349923,-0.07522517279888052,-0.4291534359862833,-0.011290348901727865,-0.01206753863332588,1.0056953452798498
2018-01-14,1.0056953452798498,1,1.0248495078086852,0.019154162528835394,-0.005695345279849828,-0.05607101027004513,-0.43484878126613313,0.004835418382256984,0.005025857606500095,1.0031531007786
